DrugBank ID,Common name,Synonyms,cmpdname,canonicalsmiles,cid
DB11058,Petrolatum,"Multi-hydrocarbon | Paraffinum album | Paraffinum flavum | Petrolatum | Petrolatum base | Petrolatum, white | Petrolatum,amber | Petrolatum,white | Petroleum jelly | Soft paraffin | White petrolatum | White, soft paraffin | Yellow soft paraffin",Petrolatum,,
DB11059,Carboxymethylcellulose,"Carbose | Carboxymethyl cellulose | Carmellose | Carmelosa | Cellulose carboxymethyl ether | Cellulose gum | Cellulose, carboxymethyl ether | Thylose",Carboxymethylcellulose,,
DB11060,Polyvinyl alcohol,Alcohol polivinílico | Polyvinyl alcohol | PVOH,Polyvinyl alcohol,,
DB11061,Povidone,"1-ethenyl-2-pyrrolidinone homopolymer | 1-vinyl-2-pyrrolidinone polymer | Polividone | Povidona | Povidone | Povidone, unspecified | Povidonum",Povidone,,
DB11062,Octisalate,2-Ethylhexyl 2-hydroxybenzoate | 2-Ethylhexyl salicylate | Octisalate | Octyl salicylate,Octisalate,,
DB11063,Polysorbate 80,polyoxyethylene-sorbitan-20 mono-oleate | Polysorbate 80 | Tween 80,Polysorbate 80,,
DB11064,Homosalate,"3,3,5-Trimethylcyclohexyl 2-hydroxybenzoate | Homosalate | Homosalato | Homosalatum",Homosalate,,
DB11065,Pancrelipase amylase,"1,4-alpha-D-Glucan glucanohydrolase | alpha-Amylase | alpha-amylase (porcine) | Alpha-amylase swine pancreas | alpha-Amylases | Amylase A | Amylase AD | Amylase, pancreatic | Porcine pancreas alpha-amylase",Pancrelipase amylase,,
DB11066,Pancrelipase protease,"Protease, pancreatic",Pancrelipase protease,,
DB11067,Heme iron polypeptide,HIP,Heme iron polypeptide,,
DB11068,Selenic acid,,Selenic acid,,
DB11069,Schizochytrium DHA oil,Algal oil (schizochytrium sp.) | DHA from algal (schizochytrium) oil,Schizochytrium DHA oil,,
DB11071,Phenyl salicylate,Salol,Phenyl salicylate,,
DB11072,Hydrogen fluoride,"fluorure d'hydrogène | Fluorwasserstoff | Hydrofluoric acid | Hydrogen fluoride, anhydrous | Hydrogenfluorid",Hydrogen fluoride,,
DB11073,Cetylpyridinium,1-hexadecylpyridinium,Cetylpyridinium,,
DB11074,Dimethicone,Dimethicone | Dimeticona | Dimeticone | Dimeticonum,Dimethicone,,
DB11075,Hypromellose,"Cellulose hydroxypropyl methyl ether | Cellulose, 2-hydroxypropyl methyl ether | Hipromelosa | Hydroxypropyl methylcellulose 2208 | Hydroxypropyl methylcellulose 2910 | Hydroxypropyl methylcellulose 4000 | Hydroxypropyl methylcelluloses | Hydroxypropylmethylcellulose | Hypromellose | Hypromelloses",Hypromellose,,
DB11077,Polyethylene glycol 400,"3,6,9,12,15,18,21-heptaoxatricosane-1,23-diol | Octaethylene glycol | PEG-400 | PEG-8 | Polyethylene glycol 400 | Polyethylene glycol 8",Polyethylene glycol 400,,
DB11079,Trolamine salicylate,Trolamine salicylate,Trolamine salicylate,,
DB11080,Silver nitrate,Nitrate d'argent | Nitrato de plata | Silver mononitrate | Silver nitrate | silver(1+) nitrate,Silver nitrate,,
DB11081,Aluminum chloride,Aluminium chloride,Aluminum chloride,,
DB11082,Coal tar,"Coal tar | Coal tars | Tar, coal",Coal tar,,
DB11085,Resorcinol,"1,3-Benzenediol | 1,3-Dihydroxybenzene | 1,3-Dihydroxybenzol | m-Hydroquinone | m-hydroxyphenol | Resorcinol | Resorzin",Resorcinol,,
DB11086,Cocoa butter,"Cacao butter | Cacao seed oil, fermented | Oil, cocoa butter | Oil,cocoa butter | Theobroma cacao (cocoa) seed butter | Theobroma cacao oil | Theobroma oil",Cocoa butter,,
DB11087,Pyrethrum extract,"Allergenic extract, pyrethrum | Chrysanthemum cinerariifolium pyrethrins extract | Pyrethrins | Pyrethrins and pyrethroids | Pyrethrins component of rid mousse | Pyrethrum | Pyrethrum extract | Pyrethrum oleo resin | Pyrethrum oleoresin | Rid mousse component pyrethrins | Tanacetum cinerariifolium pyrethrins extract",Pyrethrum extract,,
DB11088,Shark liver oil,,Shark liver oil,,
DB11089,Docusate,Dioctyl sulfosuccinate | Docusate hydrogen,Docusate,,
DB11090,Potassium nitrate,Potassium nitrate,Potassium nitrate,,
DB11091,Hydrogen peroxide,Hydrogen peroxide,Hydrogen peroxide,,
DB11092,Stannous fluoride,difluorostannylene | fluoristan | Stannous fluoride | tin difluoride | Tin(II) fluoride,Stannous fluoride,,
DB11093,Calcium citrate,tricalcium citrate,Calcium citrate,,
DB11094,Vitamin D,"Calciferol | Vitamin D NOS | Vitamin D, unspecified form",Vitamin D,,
DB11095,Desirudin,63-Desulfohirudin | 63-Desulfohirudin (Hirudo Medicinalis Isoform HV1) | 63-Desulfohirudin (recombinant) | Desirudin | Desirudin recombinant | Desirudina | Hirudin desirudin,Desirudin,,
DB11096,Meradimate,Menthyl anthranilate | Menthyl-O-aminobenzoate | Meradimate,Meradimate,,
DB11097,Plantago seed,Psyllium | Psyllium husk,Plantago seed,,
DB11098,Potassium bicarbonate,"Carbonic acid, monopotassium salt | Potassium bicarbonate | Potassium hydrogen carbonate",Potassium bicarbonate,,
DB11099,Crypthecodinium cohnii DHA oil,,Crypthecodinium cohnii DHA oil,,
DB11100,Allantoin,"(2,5-Dioxo-4-imidazolidinyl)urea | 2,5-Dioxo-4-imidazolidinyl-urea | 4-ureido-2,5-imidazolidinedione | 5-Ureido-2,4-imidazolidindione | 5-Ureidohydantoin | Alantoína | Allantoin | Glyoxyldiureide | N-(2,5-Dioxo-4-imidazolidinyl)urea",Allantoin,,
DB11102,N-acetyltyrosine,(+)-(2s)-2-(acetylamino)-3-(4-hydroxyphenyl)propanoic acid | (2s)-2-acetylamino-3-(4-hydroxyphenyl)propanoic acid | Acetyl tyrosine | L-N-acetyltyrosine | Melanowhite-A | N-acetyl-L-tyrosine | N-acetyl-tyrosine | N-acetyltyrosin,N-acetyltyrosine,,
DB11104,Sulfur hexafluoride,hexafluoridosulfur | Sulfur fluoride | Sulfur hexafluoride | sulfur(6+) fluoride | sulfur(VI) fluoride | Sulphur hexafluoride,Sulfur hexafluoride,,
DB11105,Benzalkonium,,Benzalkonium,,
DB11107,Potassium bitartrate,Potassium bitartrate | potassium hydrogen tartrate,Potassium bitartrate,,
DB11108,Aluminum sesquichlorohydrate,Aluminum sesquichlorohydrate,Aluminum sesquichlorohydrate,,
DB11109,Chlorine,Chlor | Chlore | Cloro | Dichlorine,Chlorine,,
DB11110,Magnesium citrate,Magnesium citrate | Magnesium dicitrate | Trimagnesium citrate | Trimagnesium dicitrate,Magnesium citrate,,
DB11111,Witch hazel,Witch hazel,Witch hazel,,
DB11112,Lanolin,"Anhydrous lanolin | Fats, lanolin | Lanolin | Lanolin oil | Lanolin, anhydrous | Wool fat | Wool grease | Wool oil | Wool wax, lanolin | Wool wax, refined",Lanolin,,
DB11113,Castor oil,Agaliya oil | Bimayou | Castor oil | Castorbean oil | Cataputia major oil | Cataputia minor oil | Croton spinosus oil | Lama palagi oil | Maskerekur oil | Oleum ricini | Ricinus africanus oil | Ricinus angulatus oil | Ricinus armatus oil | Ricinus atropurpureus oil | Ricinus badius oil | Ricinus borboniensis oil | Ricinus cambodgensis oil | Ricinus communis (castor) seed oil | Ricinus communis castor seed oil | Ricinus communis fibre oil | Ricinus communis oil | Ricinus communis seed oil | Ricinus compactus oil | Ricinus digitatus oil | Ricinus europaeus oil | Ricinus gibsonii oil | Ricinus giganteus oil | Ricinus glaucus oil | Ricinus hybridus oil | Ricinus inermis oil | Ricinus japonicus oil | Ricinus krappa oil | Ricinus laevis oil | Ricinus lividus oil | Ricinus macrocarpus oil | Ricinus macrophyllus oil | Ricinus medicus oil | Ricinus medius oil | Ricinus messeniacus oil | Ricinus metallicus oil | Ricinus microcarpus oil | Ricinus minor oil | Ricinus nanus oil | Ricinus obermannii oil | Ricinus oil | Ricinus peltatus oil | Ricinus perennis oil | Ricinus persicus oil | Ricinus purpurascens oil | Ricinus ruber oil | Ricinus rugosus oil | Ricinus rutilans oil | Ricinus sanguineus oil | Ricinus scaber oil | Ricinus speciosus oil | Ricinus spectabilis oil | Ricinus tunisensis oil | Ricinus undulatus oil | Ricinus urens oil | Ricinus viridis oil | Ricinus vulgaris oil | Ricinus zanzibarensis oil | Ricinus zanzibarinus | Toto ni vavalagi oil | Uluchula skoki oil,Castor oil,,
DB11114,Eucalyptus oil,Blue gum leaf oil | Dinkum oil | Eucalypti aetheroleum | Eucalyptus essential oil | Eucalyptus globulus leaf essential oil | Eucalyptus globulus leaf oil | Eucalyptus globulus leaf water | Eucalyptus globulus leaf/twig oil | Eucalyptus globulus oil | Eucalyptus globulus oil burundia | Eucalyptus globulus oil pakistan | Eucalyptus globulus oil rwanda | Eucalyptus globulus oil zambia | Eucalyptus leaf oil | Eucalyptus oil | Eucalyptus terpene oil | Eucalyptus volatile oil | Eukalyptus oel | Oil of eucalyptus | Southern blue gum leaf oil | Tasmanian blue gum leaf oil,Eucalyptus oil,,
DB11115,Ensulizole,Ensulizole | phenylbenzimidazole sulfonic acid,Ensulizole,,
DB11116,Aluminum zirconium trichlorohydrex gly,Aluminum zirconium trichlorohydrex gly,Aluminum zirconium trichlorohydrex gly,,
DB11117,Undecylenic acid,10-undecenoic acid | ácido 10-undecenoico | Undecenoic acid | Undecylenate | Undecylenic acid,Undecylenic acid,,
DB11118,Ammonia,,Ammonia,,
DB11119,Sodium iodide,Sodium iodide,Sodium iodide,,
DB11120,Turpentine,Gum turpentine | Spirits of gum turpentine | Turpentine (gum) | Turpentine gum,Turpentine,,
DB11121,Chloroxylenol,"2-chloro-5-hydroxy-1,3-dimethylbenzene | 2-chloro-5-hydroxy-m-xylene | 2-Chloro-m-xylenol | 3,5-dimethyl-4-chlorophenol | 4-chloro-1-hydroxy-3,5-dimethylbenzene | 4-chloro-3,5-dimethylphenol | 4-chloro-m-xylenol | chloro-xylenol | Chloroxylenol | cloroxilenol | p-chloro-3,5-xylenol | p-chloro-m-xylenol | parachlorometaxylenol | PCMX",Chloroxylenol,,
DB11123,Hypochlorite,Hypochlorit,Hypochlorite,,
DB11124,Racepinephrine,,Racepinephrine,,
DB11125,Benzethonium,,Benzethonium,,
DB11126,Calcium gluconate,"Calcarea gluconica | Calcii gluconas | Calcio gluconato | Calcium di-gluconate | Calcium gluconate | Calcium gluconate anhydrous | Calcium gluconate, anhydrous | D-gluconic acid, calcium salt (2:1)",Calcium gluconate,,
DB11127,Selenious acid,selenige Säure | Selenious acid | Selenous acid,Selenious acid,,
DB11128,Ammonium molybdate,Ammonium molybdate | Ammonium molybdate tetrahydrate | Ammonium molybdate(VI) tetrahydrate | Ammonium paramolybdate tetrahydrate | Hexaammonium heptamolybdate tetrahydrate | Hexaammonium molybdate tetrahydrate | Molybdenum (as ammonium molybdate),Ammonium molybdate,,
DB11129,Carbamide peroxide,Carbamide peroxide | Hydrogen peroxide carbamide | Urea dioxide | Urea hydrogen peroxide | Urea peroxide,Carbamide peroxide,,
DB11130,Opium,Opio | Opium | Papaver somniferum exudate | Papaver somniferum resin,Opium,,
DB11131,Capsicum oleoresin,Capsaicin oleoresin | Capsicum annuum resin | Capsicum capsicum resin | Capsicum longum resin | Capsicum oleoresin | Cayenne pepper resin | Chili oleoresin | Oleoresin capsicum | Oleoresins of capsicum,Capsicum oleoresin,,
DB11132,Silicon dioxide,"Colloidal silica | Colloidal silicon dioxide | Diatomaceous earth | Diatomaceous silica | Diatomite | Infusorial earth | Kieselsäureanhydrid | Silica | Silica gel | Silica, colloidal | Siliceous earth | Siliceous earth, purified | Silicon dioxide (amorphous) | Silicon dioxide, colloidal | Silicon dioxide, fumed | Silicon oxide | Siliziumdioxid",Silicon dioxide,,
DB11133,Omega-3 fatty acids,n-3 fatty acids | Omega 3 fatty acids | Omega-3 | Omega-3 (n-3) polyunsaturated fatty acids | Omega-3 acid | Omega-3 acid triglycerides | Omega-3 fatty acid | Omega-3 phospholipids | Omega-3 polyunsaturated fatty acids | Omega-3 polyunsaturates | Omega-3-acid triglycerides | Phospholipids | ω-3 fatty acids,Omega-3 fatty acids,,
DB11134,Cupric oxide,Cuprous Oxide | Cuprum oxydatum nigrum,Cupric oxide,,
DB11135,Selenium,"Selen | Selenio | Sélénium | Selenium elemental | Selenium metallicum | Selenium, elemental",Selenium,,
DB11136,Chromium,"Biochrome | Chrom | Chromium, elemental | Cromo | Dinakrome",Chromium,,
DB11137,Molybdenum,molibdeno,Molybdenum,,
DB11140,Chromium Cr-51,Chromium (51 Cr) | Chromium Cr 51 | Chromium-51,Chromium Cr-51,,
DB11141,Manganese gluconate,Manganese D-gluconate | Manganese gluconate anhydrous | Manganese(II) gluconate,Manganese gluconate,,
DB11142,Selenomethionine,,Selenomethionine,,
DB11143,Cresol,Cresol,Cresol,,
DB11144,Hydrogenated palm kernel oil,"Oils, palm kernel, hydrogenated | Palm kernel oil, hydrogenated",Hydrogenated palm kernel oil,,
DB11145,Oxyquinoline,8-Hydroxyquinoline | hydroxybenzopyridine | Hydroxyquinoline | oxine | Oxyquinoline | Phenopyridine,Oxyquinoline,,
DB11147,Aluminum zirconium pentachlorohydrate,Aluminum zirconium pentachlorohydrate,Aluminum zirconium pentachlorohydrate,,
DB11148,Butamben,Butamben | Butyl aminobenzoate,Butamben,,
DB11149,Aluminum zirconium tetrachlorohydrex gly,Aluminum zirconium tetrachlorohydrex gly,Aluminum zirconium tetrachlorohydrex gly,,
DB11150,Barium sulfate,Bario sulfato | Barium sulfate,Barium sulfate,,
DB11151,Sodium hydroxide,caustic soda | lye | soda lye | sodio hidróxido | sodium hydrate | Sodium hydroxide | white caustic,Sodium hydroxide,,
DB11152,Trichloroacetate,,Trichloroacetate,,
DB11153,Potassium hydroxide,Ätzkali | hydroxyde de potassium | Kaliumhydroxid | potash lye | potasio hidróxido | potasse caustique | Potassium hydroxide,Potassium hydroxide,,
DB11154,Zinc citrate,"Citric acid, zinc salt | Trizinc dicitrate",Zinc citrate,,
DB11155,Triclocarban,"1-(3',4'-dichlorophenyl)-3-(4'-chlorophenyl)urea | 3,4,4'-trichloro carbanilide | 3,4,4'-trichlorocarbanilide | 3,4,4'-trichlorodiphenylurea | N-(4-chlorophenyl)-N'-(3,4-dichlorophenyl)urea | Triclocarban",Triclocarban,,
DB11156,Pyrantel,Pirantel | Pyrantel | Pyrantelum,Pyrantel,,
DB11157,Anthralin,Anthralin | Dithranol | Ditranol,Anthralin,,
DB11158,Pectin,Pectin,Pectin,,
DB11159,Sodium sulfide,,Sodium sulfide,,
DB11160,Phenyltoloxamine,Feniltoloxamina | Phenyltoloxamine | Phenyltoloxaminum,Phenyltoloxamine,,
DB11161,Polyethylene glycol 300,Macrogol 300 | PEG 300 | PEG-6,Polyethylene glycol 300,,
DB11164,Bicisate,,Bicisate,,
DB11165,Rosin,Colophonia resina | Colophonium | Colophony | Greek pitch | Gum rosin | Rosin | Rosin gum | Tall oil pitch | Wood rosin,Rosin,,
DB11166,Antithrombin Alfa,"Antithrombin (recombinant) | Antithrombin Alfa | Antithrombin III, recombinant | Antithrombin III,recombinant",Antithrombin Alfa,,
DB11168,Calcium threonate,"Calcium L-threonate | Threonine, calcium salt",Calcium threonate,,
DB11169,Ferrous asparto glycinate,,Ferrous asparto glycinate,,
DB11171,Ferric sulfate,Ferric sulfate,Ferric sulfate,,
DB11172,Sesame oil,Mayou | Oleum sesami | Sesame oil | Sesamum indicum (sesame) seed butter | Sesamum indicum (sesame) seed oil | Sesamum indicum oil | Sesamum indicum seed oil | Sesamum orientale oil | Sesamum orientale seed oil | Zhi ma oil | Zhi ma seed oil,Sesame oil,,
DB11174,2-(l-menthoxy)ethanol,,2-(l-menthoxy)ethanol,,
DB11175,Zinc picolinate,,Zinc picolinate,,
DB11176,Zeaxanthin,,Zeaxanthin,,
DB11178,Polysorbate 20,Polysorbate 20,Polysorbate 20,,
DB11179,Exametazime,Exametazima | Exametazime,Exametazime,,
DB11180,Tetrofosmin,Tetrofosmin | Tetrofosmina,Tetrofosmin,,
DB11181,Homatropine,Homatropina | Omatropina,Homatropine,,
DB11182,Rose bengal,,Rose bengal,,
DB11183,Light green SF yellowish,A F Green No.2 | A.F. Green No. 2 | Acid Brilliant Green SF | Acid green | Acid green 5 | Acid Green A | C.I. Acid Green 5 | Lichtgruen | Light Green G | Light Green SF | Wool Brilliant Green SF,Light green SF yellowish,,
DB11184,Oftasceine,oftasceína | Oftasceine,Oftasceine,,
DB11185,Sulisobenzone,2-benzoyl-5-methoxy-1-phenol-4-sulfonic acid | 2-hydroxy-4-methoxybenzophenone-5-sulfonic acid | 3-benzoyl-4-hydroxy-6-methoxybenzenesulfonic acid | 5-benzoyl-4-hydroxy-2-methoxybenzenesulfonic acid | Benzophenone-4 | Sulfisobenzone | Sulisobenzone,Sulisobenzone,,
DB11186,Pentoxyverine,Carbetapentane | Pentoxyverine,Pentoxyverine,,
DB11187,1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphocholine,,1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphocholine,,
DB11188,1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphoethanolamine,,1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphoethanolamine,,
DB11189,Magnesium glycinate,Magnesium glycinate,Magnesium glycinate,,
DB11190,Pantethine,Bis(pantothenamidoethyl) disulfide | D-Bis(N-pantothenyl-beta-aminoethyl) disulfide | D-pantethine | Pantethine | Pantetina | Pantomin,Pantethine,,
DB11191,Cobamamide,"(5,6-Dimethylbenzimidazolyl)cobamide coenzyme | 5'-Deoxy-5'-adenosylcobalamin | Adenosylcob(III)alamin | Adenosylcobalamin | cobamamida | Cobamamide | cobamamidum | Cobanamida | Coenzyme B-12 | Coenzyme B12 | Vitamin B12 coenzyme",Cobamamide,,
DB11192,L-threonic acid,"(2R,3S)-2,3,4-trihydroxy-butanoic acid | L-threonate | L-threonic acid | Threonate",L-threonic acid,,
DB11193,Papain,Papain | Papaína,Papain,,
DB11195,Xylitol,D-Xylitol | Xylitol,Xylitol,,
DB11197,Ferrous cysteine glycinate,Ferrous cysteine glycinate chelate (1:2:1),Ferrous cysteine glycinate,,
DB11198,Peppermint oil,English black mint oil | Mentha crispa oil | Mentha dumetorum oil | Mentha piperita (peppermint) leaf water | Mentha piperita (peppermint) oil | Mentha piperita flowering top oil | Mentha piperita oil | Mentha X piperita oil | Menthae piperitae aetheroleum | Oil of peppermint | Pepermint oil | Peppermint american far west bulked | Peppermint american willamette natural | Peppermint flowering top oil | Peppermint indian rectified | Peppermint oil america | Peppermint oil mongolia | Peppermint oil yakima | Peppermint volatile oil,Peppermint oil,,
DB11199,Sage oil,"Broadleaf sage oil | Common sage oil | Culinary sage oil | Dalmatian sage oil | Fema no. 3001 | Garden sage oil | Kitchen sage oil | Purple sage oil | Red sage oil | Sage leaf oil | Sage leaf water | Sage oil | Sage oil albania | Sage oil cuba | Sage oil dalmatian | Sage oil england | Sage oil france | Sage oil germany | Sage oil sardinia | Sage oil spanish | Sage oil, dalmatian type | Sage volatile oil | Salvia officinalis (sage) leaf water | Salvia officinalis (sage) oil | Salvia officinalis leaf oil",Sage oil,,
DB11200,Aluminum zirconium octachlorohydrex gly,Aluminium zirconium octachlorohydrex gly | Aluminium zirconium octachlorohydrex glycine complex | Aluminum zirconium octachlorohydrex gly | Aluminum zirconium octachlorohydrex glycine complex,Aluminum zirconium octachlorohydrex gly,,
DB11201,Menthyl salicylate,"1-Menthyl salicylate | Menthyl salicylate, (+/-)-",Menthyl salicylate,,
DB11202,N-alkyl ethylbenzyl dimethyl ammonium (C12-C14),N-alkyl ethylbenzyl dimethyl ammonium (C12-C14) cation,N-alkyl ethylbenzyl dimethyl ammonium (C12-C14),,
DB11203,Boron,Bor | Boracium | Bore | Boro,Boron,,
DB11204,Panthenol,DL-panthenol | DL-Pantothenol | Pantenol | Panthenol | Panthenolum,Panthenol,,
DB11205,Alcloxa,Alcloxa | Alcloxum | Aluminium chlorohydroxyallantoinate | Aluminum chlorhydroxy allantoinate | Aluminum chlorohydroxy allantoinate | Chlorhydroxyaluminum allantoinate | Dialuminum tetrahydroxychloro allantoinate,Alcloxa,,
DB11206,Bemotrizinol,Bemotrizinol | BEMT,Bemotrizinol,,
DB11207,Amiloxate,"3-(4-Methoxyphenyl)-2-propenoic acid, 3-methylbutyl ester | Amiloxate | Isoamyl p-methoxycinnamate | Isoamyl-p-methoxycinnamate",Amiloxate,,
DB11208,Aluminum chlorohydrex propylene glycol,Aluminum chlorohydrex propylene glycol,Aluminum chlorohydrex propylene glycol,,
DB11209,Iron protein succinylate,,Iron protein succinylate,,
DB11210,Ferrous bisglycinate,,Ferrous bisglycinate,,
DB11211,Calcium sulfide,Calcium sulphide,Calcium sulfide,,
DB11217,Arbutin,4-Hydroxyphenyl-beta-D-glucopyranoside | beta-Arbutin | hydroquinone O-β-D-glucopyranoside | Hydroquinone-O-beta-D-glucopyranoside | p-hydroxyphenyl β-D-glucopyranoside | p-hydroxyphenyl β-D-glucoside,Arbutin,,
DB11218,Tea tree oil,Australian tea tree oil | Melaleuca alternifolia (tea tree) leaf oil | Melaleuca alternifolia (tea tree) leaf water | Melaleuca alternifolia leaf oil | Melaleuca alternifolia oil | Melaleuca oil | Narrow-leaved tea-tree leaf oil | Narrow-leaved ti-tree leaf oil | Narrowleaf paperbark leaf oil | Snow-in-summer leaf oil | Tea tree oil | Tea tree oil australia | Tea tree volatile oil | Ti tree oil,Tea tree oil,,
DB11219,Enzacamene,(+/-)-3-(p-methylbenzylidene)camphor | 3-(4-methylbenzylidene)camphor | 3-(p-Methylbenzylidene)-DL-camphor | 4-MBC | 4-methylbenzylidene camphor | enzacamène | Enzacamene | Enzacamene D-L form | enzacameno | enzacamenum | Methyl benzylidene camphor,Enzacamene,,
DB11220,Octacosanol,1-Octacosanol | cluytyl alcohol | montanyl alcohol | n-octacosanol | Octacosanol | Octacosyl alcohol,Octacosanol,,
DB11221,Dioxybenzone,"2,2'-Dihydroxy-4-methoxybenzophenone | Dioxybenzone",Dioxybenzone,,
DB11222,Benzoin resin,"Benzoin absolute | Benzoin resin, unspecified | Benzoin tincture, compound | Gum benzoin | Gum benzoin tincture | Gum sumatra",Benzoin resin,,
DB11223,Tolu balsam,bálsamo de Tolu | Balsamum tolutanum | Myroxylon balsamum (balsam tolu) resin | Myroxylon toluiferum resin | Opobalsam resin | Resin tolu | Tolu balsam,Tolu balsam,,
DB11224,Liquidambar styraciflua resin,American storax | American sweetgum gum | Liquidambar macrophylla resin | Liquidambar styraciflua resin | Redgum gum | Styrax gum (liquidambar styraciflua) | Sweet gum,Liquidambar styraciflua resin,,
DB11225,Peg-100 stearate,,Peg-100 stearate,,
DB11226,Ethylhexyl methoxycrylene,,Ethylhexyl methoxycrylene,,
DB11227,Thermus thermophilus lysate,Thermus thermophilus ferment | Thermus thermophilus lysate | Venuceane,Thermus thermophilus lysate,,
DB11228,Methylcellulose,Cellulose methyl | cellulose methyl ether | Cellulose methylate | Methyl cellulose | methylated cellulose | Methylcellulose | Methylcellulosum | Metilcelulosa,Methylcellulose,,
DB11229,Padimate A,Padimate | Padimate A,Padimate A,,
DB11230,Magnesium Aluminum Silicate,Aluminii magnesii silicas | Aluminium magnesium silicate | Aluminium magnesium silicate hydrate | Aluminium magnesium silicate polyhydrate | Aluminum magnesium silicate | Magnesium aluminium silicate | Magnesium aluminium silicate hydrate | Magnesium aluminum silicate hydrate,Magnesium Aluminum Silicate,,
DB11231,Lycopene,,Lycopene,,
DB11232,Saccharide isomerate,Pentavitin,Saccharide isomerate,,
DB11233,Silver citrate,"2-hydroxy-1,2,3-propanetricarboxylic acid silver salt | Trisilver citrate",Silver citrate,,
DB11234,Poliglusam,Chitosan medium molecular weight (200-800 mpa.s) | Poliglusam,Poliglusam,,
DB11235,Thonzylamine,neohetramine | Thonzylamine,Thonzylamine,,
DB11236,Polyethylene glycol 3500,Macrogol 3500 | PEG 3500 | PEG-80 | Polyethylene glycol 3500,Polyethylene glycol 3500,,
DB11237,Trypsin,Tripsina | Trypsin,Trypsin,,
DB11238,Borage oil,Borago officinalis,Borage oil,,
DB11239,Aluminum sulfate,Aluminium sulfate | Aluminium sulfate anhydrous | Aluminum sulfate anhydrous | Aluminum sulphate anhydrous | Dialuminum sulfate | Dialuminum trisulfate,Aluminum sulfate,,
DB11242,Gelatin,"Gelatin, unspecified | Gelatina | Gelatine",Gelatin,,
DB11243,Ethyl macadamiate,,Ethyl macadamiate,,
DB11244,Cyclomethicone 5,Ciclopentasiloxane | Cyclomethicone D5 | Cyclopentasiloxane | Decamethylcyclopentasiloxane,Cyclomethicone 5,,
DB11246,Copper gluconate,Copper gluconate,Copper gluconate,,
DB11247,Sambucus nigra flowering top,Black elder flowering top | European black elderberry flowering top | European elder flowering top | Sambucus nigra,Sambucus nigra flowering top,,
DB11248,Zinc gluconate,Zinc gluconate,Zinc gluconate,,
DB11250,Glyceryl monostearate,"Geleol mono and diglycerides | Glycerin monostearate | Glycerol monostearate | Glyceroli monostearas | Glyceryl monooctadecanoate | Glyceryl monopalmitostearate | Glyceryl stearate | Monoglyceryl stearate | Monostearate (glyceride) | Monostearin | Stearic acid, monoester with glycerol | Stearoylglycerol",Glyceryl monostearate,,
DB11251,Tocopherol,Methyltocols | tocoferol | tocoferoles | tocophérol | Tocopherols,Tocopherol,,
DB11252,Poloxamer 407,,Poloxamer 407,,
DB11253,Xanthan gum,,Xanthan gum,,
DB11254,Hexylresorcinol,"4-hexyl-1,3-benzenediol | 4-hexylresorcinol | Hexylresorcinol",Hexylresorcinol,,
DB11255,Chromium picolinate,Chromium(III) picolinate,Chromium picolinate,,
DB11256,Levomefolic acid,"(6S)-5-methyltetrahydrofolate | (6S)-5-Methyltetrahydrofolic acid | (6S)-5-MTHF | 5-methyl-(6S)-tetrahydrofolic acid | L-5-methyltetrahydrofolate | L-5-MTHF | L-methylfolate | Levomefolate | Levomefolic acid | LMSR | N-[4-[[[(6S)-2-Amino-3,4,5,6,7,8-hexahydro-5-methyl-4-oxo-6-pteridinyl]methyl]amino]benzoyl]-L-glutamic acid",Levomefolic acid,,
DB11257,Fluoride ion,,Fluoride ion,,
DB11259,Diosmetin,"3',5,7-trihydroxy-4'-methoxyflavone | 5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-benzopyrone | Luteolin 4'-methyl ether | Salinigricoflavonol",Diosmetin,,
DB11260,Diacetyl benzoyl lathyrol,,Diacetyl benzoyl lathyrol,,
DB11261,Atractylodes japonica root,Atractylodes lancea root extract,Atractylodes japonica root,,
DB11262,Bisoctrizole,Bisoctrizole | MBBT,Bisoctrizole,,
DB11263,Polydatin,"3,4,5-Trihydroxystilbene-3-beta-monoglucoside | 3,4',5-trihydroxystilbene-3-β-d-glucoside | Piceid | Polydatin (E)-isomer | Resveratrol 3-O-beta-glucopyranoside | resveratrol-3-O-b-mono-D-glucoside | trans-piceid | trans-resveratrol 3-O-β-D-glucoside | trans-resveratrol 3-β-D-glucoside | trans-resveratrol 3-β-glucoside",Polydatin,,
DB11264,Calcium glycerophosphate,"1,2,3-Propanetriol, mono(dihydrogen phosphate) calcium salt | 1,2,3-Propanetriol, mono(dihydrogen phosphate), calcium salt | Calcium beta-glycerophosphate | calcium β-glycerophosphate | β-glycerophosphoric acid calcium salt",Calcium glycerophosphate,,
DB11265,Curcuma xanthorrhiza oil,Curcuma xanthorrhiza root oil | Curcuma xanthorrhiza volatile oil | Curcuma zanthorrhiza oil | Curcuma zanthorrhiza root oil | Temu lawak oil,Curcuma xanthorrhiza oil,,
DB11266,Sea salt,bay salt,Sea salt,,
